numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
3,112.0,nan,nan,66080000,бостандыкский,мкр ерменсай,nan,2023,3.3,Новостройка ЖК «Sky Villa» от застройщика «Stroy Sistems»,2 с/у и более,nan
3,105.8,nan,nan,77234000,алмалинский,nan,розыбакиева 158,2025,3.0,Новостройка ЖК «Elif Garden» от застройщика «GAB Construction»,2 с/у и более,nan
2,94.69,nan,nan,71949200,бостандыкский,nan,аскарова — саина,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,2 с/у и более,nan
3,111.6,nan,nan,40216000,алмалинский,nan,момышулы,2023,3.0,Новостройка ЖК «Каспий» от застройщика «ТОО SMR-EURASIA»,2 с/у и более,nan
1,47.54,nan,nan,23770000,алатауский,nan,есенова 160/3,2022,2.7,Новостройка ЖК «Jetisu Park» от застройщика «ТОО МИА Строй»,совмещенный,nan
1,36.98,nan,nan,17935300,ауэзовский,nan,шоссе северное кольцо 92/10,2023,3.0,Новостройка ЖК «Dostyk» от застройщика «Egemen Company»,совмещенный,nan
1,35.0,nan,nan,13706500,ауэзовский,nan,райымбек батыра 275,2022,2.7,Новостройка ЖК «Dostar» от застройщика «ТОО СК Элитстрой»,совмещенный,nan
4,209.48,nan,nan,178058000,медеуский,мкр аскартау,nan,2023,3.1,Новостройка ЖК «Династия» от застройщика «Mdi-MAX Group»,2 с/у и более,nan
3,88.75,nan,nan,83425000,жетысуский,nan,а.шарипова 100,2024,3.0,Новостройка ЖК «Palladium» от застройщика «Корпорация ВЕК»,2 с/у и более,nan
3,104.12,nan,nan,109638000,nan,мкр коктобе,nan,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,2 с/у и более,nan
3,122.9,nan,nan,122900000,турксибский,nan,аль-фараби 116/1,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,2 с/у и более,nan
3,77.52,nan,nan,23256000,бостандыкский,мкр. жана куат 1-1330,nan,2024,2.7,Новостройка ЖК «Жана Куат» от застройщика «ТАМ Курылыс»,совмещенный,nan
1,62.7,nan,nan,53295000,наурызбайский,nan,оспанова 83/36,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,совмещенный,nan
2,72.6,nan,nan,72237000,бостандыкский,nan,аль-фараби 41,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,совмещенный,nan
3,66.0,5,5,36500000,бостандыкский,мкр тастак-2,nan,1976,nan,Хозяин недвижимости,nan,nan
1,31.8,4,4,20500000,бостандыкский,мкр мамыр,nan,1980,nan,Специалист,совмещенный,nan
3,84.5,nan,nan,71825000,ауэзовский,nan,жарокова 370,2024,3.0,Новостройка ЖК «Aqtolqyn Grand» от застройщика «AB Capital»,2 с/у и более,предчистовая отделка
2,57.0,9,8,33333333,алатауский,nan,райымбека 241,2005,2.7,Специалист,nan,nan
2,90.0,12,6,64500000,жетысуский,мкр тастак-2,nan,2016,2.7,Хозяин недвижимости,2 с/у и более,евроремонт
3,65.6,5,2,42000000,алатауский,nan,айманова — айманова - карасай батыра,1978,2.6,Хозяин недвижимости,совмещенный,nan
2,41.0,4,1,24000000,п.,nan,абая-кашгарская — байтурсынова,1962,nan,Специалист,nan,требует ремонта
2,57.3,nan,nan,54435000,медеуский,nan,розыбакиева — ескараева,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,совмещенный,nan
3,98.0,14,11,99500000,алмалинский,nan,абая,2018,3.0,Специалист,2 с/у и более,дргуой ремонт
3,90.0,12,7,115000000,медеуский,nan,розыбакиева 336 блок 4 — ескараева,2022,3.0,Специалист,раздельный,nan
1,46.99,nan,nan,44170600,бостандыкский,nan,манаса 109а,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,совмещенный,nan
2,54.0,15,15,35500000,турксибский,nan,толе би 273/6,2016,2.8,Хозяин недвижимости,совмещенный,nan
2,51.0,5,4,36000000,медеуский,мкр аксай-4 — саина-улугбека,nan,1987,2.7,Хозяин недвижимости,раздельный,дргуой ремонт
3,106.9,4,1,89600000,бостандыкский,мкр рахат,nan,2023,3.0,Хозяин недвижимости,nan,черновая отделка
2,72.0,13,4,62000000,алмалинский,nan,егизбаева 7/5,2015,2.8,Хозяин недвижимости,2 с/у и более,nan
2,65.0,9,9,24000000,ауэзовский,мкр зердели (алгабас-6) 133,nan,2019,2.7,Крыша Агент,раздельный,nan
3,113.0,16,13,98000000,бостандыкский,nan,егизбаева 7г,2022,2.7,Хозяин недвижимости,2 с/у и более,nan
2,81.0,16,16,75000000,жетысуский,nan,сатпаева 90/43а,2019,2.85,Крыша Агент,2 с/у и более,nan
3,71.0,12,10,36000000,алмалинский,мкр акбулак,nan,2022,3.0,Крыша Агент,nan,требует ремонта
3,72.4,5,3,38000000,алмалинский,мкр думан-2,nan,2022,2.7,Крыша Агент,совмещенный,требует ремонта
5,240.0,nan,nan,180000000,алмалинский,мкр таусамалы,nan,2011,3.0,Специалист,2 с/у и более,nan
4,160.0,13,10,136000000,бостандыкский,nan,ходжанова 81 — аль фараби,2014,2.7,Хозяин недвижимости,2 с/у и более,nan
4,140.0,5,1,93000000,алмалинский,мкр думан-2 3 — возле мечети думан,nan,2010,2.8,Хозяин недвижимости,nan,nan
1,41.1,12,9,26000000,бостандыкский,мкр таугуль-1 92,nan,1991,2.8,Хозяин недвижимости,nan,требует ремонта
5,220.0,21,4,202000000,алмалинский,nan,аскарова 8,2012,2.8,Хозяин недвижимости,2 с/у и более,nan
5,261.0,nan,nan,210000000,ауэзовский,nan,ходжанова,2003,3.0,Хозяин недвижимости,nan,nan
3,109.1,10,4,65000000,ауэзовский,nan,жандосова 94а,2023,nan,Хозяин недвижимости,2 с/у и более,nan
2,67.0,4,4,44000000,наурызбайский,nan,бузурбаева 17 — парк горького,1968,2.85,Хозяин недвижимости,раздельный,nan
2,70.0,10,4,49490000,бостандыкский,мкр мамыр-1 21/2,nan,2015,3.0,Хозяин недвижимости,раздельный,nan
2,46.0,17,8,52600000,алатауский,nan,егизбаева 15,2023,2.7,Хозяин недвижимости,совмещенный,nan
4,125.0,21,16,78000000,бостандыкский,nan,толе би 286/6 — жк каусар,2012,2.8,Хозяин недвижимости,2 с/у и более,свежий ремонт
2,63.8,nan,nan,35090000,бостандыкский,мкр думан-2,nan,2022,2.7,Новостройка ЖК «Green City» от застройщика «TOO MG City»,совмещенный,nan
2,69.0,9,6,39000000,алатауский,мкр кулагер 34,nan,2006,nan,Крыша Агент,раздельный,nan
2,51.0,6,5,28500000,медеуский,nan,жунисова,2022,nan,Крыша Агент,совмещенный,nan
1,36.0,9,1,25000000,наурызбайский,мкр шугыла,nan,2023,2.6,Крыша Агент,совмещенный,евроремонт
4,150.8,9,9,120000000,бостандыкский,мкр самал-3,nan,1996,2.8,Крыша Агент,2 с/у и более,nan
2,69.0,10,10,43990000,медеуский,мкр каргалы,nan,2008,2.9,Хозяин недвижимости,совмещенный,nan
2,46.5,4,3,30000000,ауэзовский,мкр №1 32 — ұлықбек,nan,1963,2.7,Хозяин недвижимости,совмещенный,nan
3,116.0,10,1,66900000,ауэзовский,мкр аксай-4 55/1,nan,2012,nan,Хозяин недвижимости,2 с/у и более,nan
2,60.0,12,3,56900000,nan,мкр самал-2,nan,2000,2.8,Хозяин недвижимости,nan,nan
1,38.7,16,10,35000000,бостандыкский,nan,тлендиева 133 — сатпаева,2019,2.95,Хозяин недвижимости,совмещенный,черновая отделка
2,48.0,9,6,25000000,медеуский,мкр аккент,nan,2011,2.6,Компания,совмещенный,nan
4,130.0,10,8,129000000,ауэзовский,nan,жарокова 230 — байкадамова,2016,3.0,Хозяин недвижимости,2 с/у и более,nan
1,48.0,12,5,44900000,бостандыкский,nan,сулейменова 24а,2015,3.0,Хозяин недвижимости,совмещенный,дизайнерский ремонт
4,74.1,4,2,80000000,nan,nan,шашкина 21 — проспект аль-фараби,1974,nan,Хозяин недвижимости,совмещенный,nan
3,97.0,16,6,75000000,медеуский,nan,тлендиева 133 — сатпаева,2023,2.95,Хозяин недвижимости,2 с/у и более,nan
2,63.0,18,10,52000000,жетысуский,nan,радостовца 124,2015,3.0,Хозяин недвижимости,совмещенный,nan
5,191.0,21,8,205000000,наурызбайский,nan,аскарова 8,2012,2.8,Хозяин недвижимости,nan,nan
1,32.2,nan,6,28000000,наурызбайский,nan,жандосова 94а,2024,2.7,Хозяин недвижимости,раздельный,черновая отделка
1,40.0,9,1,24350000,медеуский,мкр нуркент (алгабас-1) — рыскулова момышулы,nan,2014,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
3,60.0,4,1,34900000,наурызбайский,мкр №10 11,nan,1968,2.5,Хозяин недвижимости,совмещенный,nan
3,99.39,nan,nan,74542500,ауэзовский,nan,аскарова — саина,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,2 с/у и более,nan
3,100.4,nan,nan,112581000,ауэзовский,мкр коктобе,nan,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,2 с/у и более,nan
1,33.0,10,8,20000000,медеуский,nan,толе би 285/11 — отеген батыра,2023,2.8,Крыша Агент,nan,черновая отделка
1,33.0,10,7,21000000,бостандыкский,nan,толе би 285 — отеген батыра,2023,2.8,Крыша Агент,совмещенный,черновая отделка
2,56.0,12,9,31500000,алатауский,nan,райымбека 348/1,2024,3.0,Крыша Агент,nan,nan
3,95.0,3,1,57999000,бостандыкский,nan,какимбек салыков 47,2022,3.0,Крыша Агент,2 с/у и более,дргуой ремонт
2,58.2,12,11,35000000,бостандыкский,nan,дарабоз — алматы арена,2021,nan,Крыша Агент,раздельный,nan
2,47.0,18,7,32000000,медеуский,nan,утеген батыра — толе би,2023,3.0,Крыша Агент,nan,черновая отделка
1,39.35,10,2,20500000,бостандыкский,микрорайон кайрат 303 — кульджинский тракт - бухтарминская (апорт east),nan,2023,2.85,Крыша Агент,совмещенный,предчистовая отделка
3,91.15,13,9,60000000,бостандыкский,nan,журавлева 26 — розыбакиева,2022,3.0,Крыша Агент,раздельный,черновая отделка
2,70.0,9,8,42999000,ауэзовский,мкр мамыр,nan,2018,2.8,Крыша Агент,nan,nan
3,127.9,nan,nan,127900000,бостандыкский,nan,аль-фараби 116/1,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,2 с/у и более,nan
1,63.0,nan,nan,53550000,алатауский,nan,оспанова 83/36,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,совмещенный,nan
2,76.6,nan,nan,76217000,ауэзовский,nan,аль-фараби 41,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,совмещенный,nan
2,90.8,nan,nan,43130000,ауэзовский,nan,халиулина 140/5,2024,2.85,Новостройка ЖК «Arman City» от застройщика «SABA GROUP KZ»,совмещенный,nan
3,80.94,nan,nan,88629300,медеуский,nan,минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,2 с/у и более,nan
3,97.44,nan,nan,68208000,ауэзовский,nan,жандосова — розыбакиева,2025,3.0,Новостройка ЖК «Tumar» от застройщика «Корпорация ВЕК»,2 с/у и более,nan
2,58.4,nan,nan,49640000,ауэзовский,nan,навои 200,2023,2.8,Новостройка ЖК «Ozen Park Navoi» от застройщика «Береке Строй Групп»,совмещенный,nan
2,70.14,nan,nan,56512000,алмалинский,nan,гагарина 310,2023,3.0,Новостройка ЖК «Комфорт Сити» от застройщика «SABA GROUP KZ»,совмещенный,nan
2,69.0,nan,nan,59685000,бостандыкский,nan,розыбакиева — ескараева,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,совмещенный,nan
1,33.0,5,5,28500000,алатауский,мкр орбита-4 11 — мустафина/ аль-фараби,nan,1986,2.8,Хозяин недвижимости,совмещенный,nan
2,44.93,nan,nan,49423000,ауэзовский,nan,манаса 109а,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,совмещенный,nan
2,55.0,3,1,18700000,турксибский,мкр кайрат,nan,2024,3.0,Хозяин недвижимости,раздельный,черновая отделка
3,89.0,3,2,30260000,бостандыкский,nan,23-улица 4,2023,3.0,Хозяин недвижимости,2 с/у и более,черновая отделка
1,39.6,5,1,23500000,ауэзовский,мкр жас канат 1/54,nan,2017,2.7,Хозяин недвижимости,совмещенный,nan
2,46.0,9,6,25700000,бостандыкский,мкр аккент,nan,2011,2.7,Компания,совмещенный,nan
2,47.0,6,2,54000000,медеуский,nan,карасай батыра,2022,3.0,Хозяин недвижимости,совмещенный,nan
1,44.0,3,2,14960000,бостандыкский,nan,23-я улица 4,2024,3.0,Хозяин недвижимости,совмещенный,черновая отделка
3,80.9,nan,nan,26292500,медеуский,мкр. жана куат 1-1330,nan,2024,2.7,Новостройка ЖК «Жана Куат» от застройщика «ТАМ Курылыс»,совмещенный,nan
1,40.0,nan,nan,35000000,nan,nan,сабденова 139 — нурлы,2023,2.8,Хозяин недвижимости,совмещенный,nan
2,50.0,3,2,35000000,бостандыкский,nan,егора редько 3 — выше жк «хан тенгри»,2023,3.1,Крыша Агент,nan,nan
3,55.0,4,2,50000000,бостандыкский,nan,проспект назарбаева 268 — хаджимукана,1965,nan,Хозяин недвижимости,совмещенный,nan
2,37.0,10,4,25000000,бостандыкский,мкр шугыла,nan,2019,nan,Хозяин недвижимости,совмещенный,nan
1,42.0,12,4,29000000,бостандыкский,мкр акбулак,nan,2020,2.9,Хозяин недвижимости,nan,nan
3,100.1,18,2,85000000,бостандыкский,nan,абая 164к1 — брусиловского,2022,3.0,Крыша Агент,2 с/у и более,nan
2,49.0,20,12,49000000,алмалинский,nan,гагарина 310,2023,3.0,Крыша Агент,nan,nan
2,48.0,6,3,29990000,турксибский,nan,акбата,2019,3.0,Крыша Агент,nan,nan
4,73.0,5,4,54800000,турксибский,nan,ул клочкова 158 — ул бухар жырау,1980,nan,Крыша Агент,nan,капитальный ремонт
2,60.0,9,2,55000000,турксибский,nan,аскарова асанбая 21/20,2015,2.7,Крыша Агент,совмещенный,дргуой ремонт
2,64.0,6,6,26000000,алатауский,мкр кокжиек,nan,2008,nan,Крыша Агент,раздельный,nan
2,56.0,4,3,52900000,алмалинский,мкр рахат — рядом с жк альфараби по улице аскарова,nan,2023,3.0,Крыша Агент,совмещенный,черновая отделка
2,52.0,20,14,46000000,турксибский,nan,абая 164 — брусиловского,2022,3.0,Хозяин недвижимости,nan,nan
3,140.0,5,3,100000000,турксибский,мкр ерменсай,nan,2023,3.0,Крыша Агент,nan,nan
2,69.5,7,5,43000000,наурызбайский,микрорайон кайрат 303/5,nan,2022,2.7,Крыша Агент,совмещенный,nan
3,80.0,4,2,70000000,наурызбайский,мкр аксай-5,nan,2017,2.7,Крыша Агент,раздельный,nan
4,110.0,25,12,103000000,медеуский,nan,абиша кекилбайулы,2008,nan,Специалист,nan,дргуой ремонт
3,85.0,5,3,70000000,наурызбайский,nan,айтеке би 28 — ришата и муслима абдуллиных,1987,2.85,Специалист,2 с/у и более,nan
2,70.0,8,1,31500000,алатауский,мкр ожет,nan,2023,2.7,Хозяин недвижимости,nan,nan
2,56.0,5,5,37000000,бостандыкский,nan,розыбакиева,1974,2.8,Специалист,раздельный,nan
2,58.0,5,5,31700000,бостандыкский,мкр кулагер 70,nan,2006,2.8,Хозяин недвижимости,раздельный,после ремонта
3,116.0,3,3,102000000,наурызбайский,nan,переулок 5 1,2019,3.2,Хозяин недвижимости,совмещенный,nan
5,217.0,13,10,170000000,бостандыкский,nan,ходжанова 77,2014,3.0,Специалист,2 с/у и более,nan
3,130.0,6,6,166000000,наурызбайский,nan,валиханова — кабанбай батыра,1999,3.0,Хозяин недвижимости,совмещенный,nan
3,91.0,nan,nan,74620000,жетысуский,nan,жарокова 370,2024,3.0,Новостройка ЖК «Aqtolqyn Grand» от застройщика «AB Capital»,2 с/у и более,предчистовая отделка
3,88.0,6,2,36300000,наурызбайский,nan,жунисова — толе би,2019,2.7,Специалист,nan,свежий ремонт
2,62.0,10,4,62000000,бостандыкский,nan,бухар жырау 35,2019,3.0,Хозяин недвижимости,совмещенный,nan
4,146.0,3,3,310000000,бостандыкский,nan,аль- фараби 116,2018,3.25,Хозяин недвижимости,раздельный,дизайнерский ремонт
3,88.0,12,11,55500000,турксибский,nan,сабденова — нурлы,2023,2.7,Хозяин недвижимости,nan,дргуой ремонт
2,53.1,9,3,29500000,ауэзовский,nan,бокейханова,2021,3.0,Крыша Агент,совмещенный,nan
3,68.0,4,1,55000000,бостандыкский,nan,айтеке би 194 — чокина,1971,2.7,Хозяин недвижимости,совмещенный,nan
3,101.07,nan,nan,76813200,медеуский,nan,аскарова — саина,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,совмещенный,nan
3,103.18,nan,nan,120483000,алатауский,мкр коктобе,nan,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,2 с/у и более,nan
3,104.0,6,6,37500000,бостандыкский,мкр кокжиек,nan,2008,nan,Крыша Агент,2 с/у и более,nan
2,70.0,16,3,47600000,жетысуский,nan,сатпаева 90/58,2022,2.85,Специалист,2 с/у и более,nan
3,105.2,12,2,117000000,бостандыкский,nan,навои 323,2019,2.85,Специалист,2 с/у и более,nan
1,43.0,12,11,29000000,бостандыкский,nan,торекулова 95,2023,3.0,Специалист,совмещенный,черновая отделка
3,95.1,12,9,86000000,медеуский,nan,сейфуллина 533,2023,3.0,Крыша Агент,nan,черновая отделка
3,75.0,14,10,47000000,бостандыкский,мкр акбулак,nan,2019,2.8,Хозяин недвижимости,2 с/у и более,nan
3,74.1,9,4,47500000,наурызбайский,мкр тастак-3 — рынок барыс 4,nan,1992,2.7,Крыша Агент,раздельный,nan
1,32.0,4,3,25000000,бостандыкский,мкр коктем-1,nan,1970,2.6,Хозяин недвижимости,совмещенный,nan
1,30.0,5,3,28500000,медеуский,nan,гоголя — сейфуллина,1968,2.7,Крыша Агент,совмещенный,свежий ремонт
2,57.3,5,3,37000000,наурызбайский,мкр думан-2 172/7,nan,2022,2.8,Крыша Агент,совмещенный,nan
3,66.1,5,1,49999999,жетысуский,nan,макатаева,1986,nan,Хозяин недвижимости,раздельный,требует ремонта
3,92.0,5,1,91000000,алмалинский,nan,зенкова — шевченка,1983,3.0,Хозяин недвижимости,раздельный,nan
3,72.0,9,1,42800000,ауэзовский,мкр аксай-4,nan,1988,2.7,Хозяин недвижимости,раздельный,nan
3,72.0,17,16,55900000,медеуский,мкр мамыр-1,nan,2013,3.2,Специалист,2 с/у и более,евроремонт
2,47.1,11,10,25900000,жетысуский,мкр шугыла,nan,2022,2.8,Хозяин недвижимости,раздельный,после ремонта
3,77.0,2,1,35000000,бостандыкский,мкр карасу,nan,2018,3.0,Крыша Агент,2 с/у и более,nan
3,67.0,6,1,50000000,бостандыкский,мкр жетысу-4,nan,1997,2.8,Крыша Агент,раздельный,капитальный ремонт
3,128.1,nan,nan,128100000,алмалинский,nan,аль-фараби 116/1,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,2 с/у и более,nan
1,65.4,nan,nan,55590000,алмалинский,nan,оспанова 83/36,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,совмещенный,nan
2,90.1,nan,nan,80639500,алатауский,nan,аль-фараби 41,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,2 с/у и более,nan
2,50.4,6,6,21300000,алмалинский,nan,жунисова 2/13,2022,2.6,Крыша Агент,совмещенный,дргуой ремонт
2,60.0,12,12,32000000,бостандыкский,мкр акбулак,nan,2020,nan,Крыша Агент,раздельный,nan
2,72.0,10,1,35500000,алмалинский,nan,жунисова 10 к1,2022,2.7,Крыша Агент,совмещенный,nan
1,45.0,9,4,24500000,медеуский,мкр жас канат,nan,2016,2.8,Крыша Агент,совмещенный,nan
2,40.0,5,1,18500000,медеуский,nan,спасская — бокейханова,1986,2.6,Крыша Агент,совмещенный,nan
3,65.9,nan,5,42650000,медеуский,nan,макатаева 84 — проспект назарбаева,1977,nan,Хозяин недвижимости,совмещенный,nan
1,20.3,4,1,14300000,ауэзовский,мкр №10 59/1 — юрий ким,nan,1978,2.6,Хозяин недвижимости,совмещенный,дргуой ремонт
3,92.0,5,4,67000000,ауэзовский,nan,мауленова — айтеке би,1972,nan,Компания,совмещенный,nan
1,35.0,9,8,22200000,наурызбайский,мкр шугыла,nan,2022,2.8,Хозяин недвижимости,совмещенный,после ремонта
2,52.0,3,2,24000000,алатауский,мкр самгау,nan,1989,2.7,Хозяин недвижимости,раздельный,nan
2,59.71,nan,nan,28660800,ауэзовский,nan,райымбека 241,2024,2.7,Новостройка ЖК «Maxima City» от застройщика «KazSMU»,совмещенный,nan
2,75.2,9,7,35500000,бостандыкский,мкр кулагер — серикова омарова,nan,2005,2.7,Хозяин недвижимости,совмещенный,nan
1,41.4,nan,nan,17802000,медеуский,мкр кайрат,nan,2023,2.8,Новостройка ЖК «QAZYNA» от застройщика «Qazaq Invest Qurylys»,совмещенный,nan
2,42.9,4,1,27900000,бостандыкский,мкр №8 29 — возле стадиона,nan,1966,2.6,Хозяин недвижимости,nan,nan
1,44.0,nan,nan,16000000,наурызбайский,nan,северное кольцо 86/14,2016,nan,Хозяин недвижимости,nan,nan
3,116.0,nan,nan,68440000,алатауский,мкр ерменсай,nan,2023,3.3,Новостройка ЖК «Sky Villa» от застройщика «Stroy Sistems»,2 с/у и более,nan
4,95.0,8,5,65000000,наурызбайский,nan,проспект абая — тлендиева,1988,nan,Хозяин недвижимости,раздельный,nan
1,39.0,nan,nan,29640000,турксибский,nan,розыбакиева 158,2025,3.0,Новостройка ЖК «Elif Garden» от застройщика «GAB Construction»,совмещенный,nan
1,28.3,nan,nan,10188000,турксибский,nan,момышулы,2023,3.0,Новостройка ЖК «Каспий» от застройщика «ТОО SMR-EURASIA»,совмещенный,nan
1,47.92,nan,nan,23960000,алмалинский,nan,есенова 160/3,2022,2.7,Новостройка ЖК «Jetisu Park» от застройщика «ТОО МИА Строй»,совмещенный,nan
1,39.01,nan,nan,18139650,ауэзовский,nan,шоссе северное кольцо 92/10,2023,3.0,Новостройка ЖК «Dostyk» от застройщика «Egemen Company»,совмещенный,nan
1,37.0,nan,nan,14469000,алмалинский,nan,райымбек батыра 275,2022,2.7,Новостройка ЖК «Dostar» от застройщика «ТОО СК Элитстрой»,раздельный,nan
2,58.5,12,10,31000000,наурызбайский,мкр акбулак,nan,2017,2.75,Крыша Агент,раздельный,nan
4,109.3,12,5,78000000,алатауский,nan,рыскулбекова 28/4,2015,2.8,Крыша Агент,nan,nan
3,95.3,9,3,110000000,жетысуский,мкр коктобе 250 — омаровой,nan,2007,2.9,Крыша Агент,совмещенный,nan
2,71.8,nan,nan,61389000,жетысуский,nan,розыбакиева — ескараева,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,2 с/у и более,nan
2,62.85,nan,nan,60964500,турксибский,nan,манаса 109а,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,2 с/у и более,nan
3,93.0,10,5,89900000,ауэзовский,nan,назарбаева 36/1 — маметовой,2022,2.75,Хозяин недвижимости,2 с/у и более,nan
1,43.0,9,3,20700000,алатауский,мкр кайрат,nan,2023,2.75,Крыша Агент,nan,nan
2,68.0,5,3,32599000,бостандыкский,мкр жас канат 1/71,nan,2017,2.8,Крыша Агент,раздельный,nan
2,63.3,9,4,32000000,бостандыкский,мкр жас канат,nan,2017,2.8,Крыша Агент,раздельный,хороший ремонт
2,55.1,nan,6,45000000,бостандыкский,nan,жандосова 94а,2023,2.7,Хозяин недвижимости,nan,черновая отделка
1,31.0,4,3,25500000,алатауский,nan,айманова — тимирязева,1969,nan,Специалист,совмещенный,nan
3,109.4,18,10,71000000,жетысуский,nan,солодовникова — сатпаева-гагарина,2009,3.0,Крыша Агент,2 с/у и более,nan
3,118.0,25,14,89000007,алатауский,nan,абиша кекилбайулы 270,2014,2.8,Специалист,nan,nan
1,31.0,5,2,27500000,п.,nan,муратбаева 89 — гоголя,1976,2.8,Крыша Агент,совмещенный,nan
3,74.4,5,4,41000000,алатауский,nan,райымбека 373 — емцова,1989,2.73,Крыша Агент,раздельный,nan
3,93.72,nan,nan,44517000,бостандыкский,nan,халиулина 140/5,2024,2.85,Новостройка ЖК «Arman City» от застройщика «SABA GROUP KZ»,2 с/у и более,nan
3,84.85,nan,nan,92825900,медеуский,nan,минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,2 с/у и более,nan
2,69.0,9,4,38000000,бостандыкский,мкр калкаман-2 25,nan,2009,2.8,Хозяин недвижимости,раздельный,nan
3,97.68,nan,nan,68376000,алмалинский,nan,жандосова — розыбакиева,2025,3.0,Новостройка ЖК «Tumar» от застройщика «Корпорация ВЕК»,2 с/у и более,nan
2,64.0,nan,nan,35200000,медеуский,мкр думан-2,nan,2022,2.7,Новостройка ЖК «Green City» от застройщика «TOO MG City»,совмещенный,nan
3,101.36,nan,nan,77033600,турксибский,nan,аскарова — саина,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,2 с/у и более,nan
1,29.5,nan,nan,16815000,турксибский,nan,ауэзова 2а,2024,2.9,Новостройка ЖК «Millennium Park» от застройщика «Monumental Building»,совмещенный,nan
1,44.6,nan,nan,21000000,турксибский,мкр.нурлытау,nan,2022,3.0,Новостройка ЖК «Швейцария» от застройщика «Miras Green Technology Building»,раздельный,nan
1,40.3,6,1,17000000,бостандыкский,мкр айгерим-2,nan,2023,nan,Хозяин недвижимости,nan,черновая отделка
1,46.74,nan,nan,19630800,бостандыкский,мкр аккент,nan,2023,2.6,Новостройка ЖК «Аккент» от застройщика «ТОО Айт Қурылыс Сауда»,совмещенный,nan
3,104.9,nan,nan,121495000,бостандыкский,мкр коктобе,nan,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,2 с/у и более,nan
6,199.0,nan,nan,45000000,бостандыкский,nan,20-я улица 284,2024,2.7,Новостройка ЖК «Жана Куат» от застройщика «ТАМ Курылыс»,2 с/у и более,nan
2,43.5,3,1,23500000,алмалинский,мкр алтай-1 12,nan,1968,2.7,Хозяин недвижимости,совмещенный,после ремонта
2,65.0,10,10,29000000,алатауский,мкр шугыла,nan,2021,2.7,Хозяин недвижимости,2 с/у и более,nan
1,29.9,4,3,24000000,медеуский,nan,сейфуллина 467 б — маметова,1967,2.6,Хозяин недвижимости,совмещенный,nan
2,64.0,9,9,28000000,nan,мкр зердели (алгабас-6) — момышулы монке би,nan,2013,nan,Хозяин недвижимости,раздельный,nan
2,45.0,5,4,27499000,наурызбайский,мкр тастак-2 — тлендиева - дуйсенова,nan,1980,2.8,Крыша Агент,раздельный,nan
2,52.0,6,3,22000000,бостандыкский,мкр шугыла,nan,2022,3.0,Крыша Агент,nan,дргуой ремонт
3,97.6,nan,2,81000000,медеуский,nan,абая 164к7 — брусиловского,2022,2.91,Крыша Агент,2 с/у и более,nan
2,76.9,9,3,63000000,ауэзовский,nan,проспект достык 48 — между ул. курмангазы и ул. шевченко,1975,2.75,Крыша Агент,совмещенный,nan
1,42.92,6,6,19200000,алмалинский,мкр улжан-2,nan,2023,2.8,Крыша Агент,nan,черновая отделка
2,58.7,13,2,55000000,бостандыкский,nan,просп. назарбаева 28,2022,2.75,Хозяин недвижимости,совмещенный,дизайнерский ремонт
2,63.68,nan,nan,22288000,алатауский,nan,квартал 272 70,2024,2.8,Новостройка ЖК «ORDA TOWN» от застройщика «ТОО Investment Stroy»,совмещенный,nan
