numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
3,108.43,,,69828920,алматинский,,2023,3.0,True,новостройка,2 с/у и более,monaco residence,,Астана
3,95.23,,,26188250,алматинский,,2024,2.7,True,новостройка,2 с/у и более,yrys,,Астана
4,171.6,,,88888800,есильский,,2023,3.0,True,новостройка,2 с/у и более,asylym park 1,,Астана
1,37.8,20.0,19.0,20500000,есильский,,2018,3.0,False,специалист,,коркем 3,,Астана
1,41.0,9.0,1.0,13100000,алматинский,,2023,2.7,False,хозяин недвижимости,совмещенный,айбике,,Астана
2,46.0,15.0,4.0,23000000,алматинский,,2024,3.0,False,крыша агент,,tumar gold,черновая отделка,Астана
2,62.72,,,32928000,нуринский,,2024,3.0,True,новостройка,,eva,,Астана
2,50.5,21.0,13.0,37990000,алматинский,,2021,3.0,False,крыша агент,совмещенный,highvill ishim c,,Астана
1,18.0,5.0,5.0,7000000,алматинский,,1984,2.6,False,крыша агент,раздельный,,,Астана
1,37.1,9.0,1.0,16000000,алматинский,,2022,2.7,False,крыша агент,,баскару 1,качественный ремонт,Астана
2,48.0,18.0,2.0,22000000,алматинский,,2016,2.7,False,крыша агент,,жайна,дргуой ремонт,Астана
2,63.0,14.0,10.0,30000000,алматинский,,2023,3.0,False,крыша агент,,zauzar,дргуой ремонт,Астана
3,134.8,12.0,3.0,55000000,сарыаркинский,,2009,2.7,False,крыша агент,2 с/у и более,самрук,,Астана
1,44.31,,,24503430,нуринский,,2024,3.0,True,новостройка,совмещенный,greenline.viva,,Астана
2,71.17,,,29891400,нуринский,,2022,2.9,True,новостройка,раздельный,aruna city,,Астана
2,81.0,12.0,9.0,38000000,алматинский,,2021,3.0,False,крыша агент,совмещенный,бейбарыс,требует ремонта,Астана
3,89.09,,,34745100,алматинский,,2025,3.0,True,новостройка,2 с/у и более,dauletti qalashyq,,Астана
2,63.0,,,39375000,алматинский,,2023,3.0,True,новостройка,2 с/у и более,austria,,Астана
2,62.48,,,29615520,есильский,,2024,3.0,True,новостройка,совмещенный,capital park.flowers,,Астана
3,105.56,,,54891200,есильский,,2024,3.0,True,новостройка,2 с/у и более,capital park.light,,Астана
2,42.9,,,18018000,есильский,,2024,2.85,True,новостройка,совмещенный,aiva,,Астана
2,63.7,8.0,7.0,38000000,есильский,,2019,2.7,False,хозяин недвижимости,совмещенный,adal,,Астана
1,42.0,14.0,7.0,17500000,байконурский,,2013,2.7,False,крыша агент,совмещенный,береке,,Астана
1,30.1,6.0,4.0,9500000,есильский,,2023,2.8,False,крыша агент,совмещенный,aq-jol,черновая отделка,Астана
2,68.35,12.0,7.0,21687200,алматинский,,2024,2.8,False,хозяин недвижимости,совмещенный,гималаи,,Астана
1,44.7,12.0,12.0,17980000,сарыаркинский,,2022,2.7,False,крыша агент,совмещенный,rio de janeiro,,Астана
3,60.0,5.0,5.0,18000000,,,1971,2.7,False,крыша агент,раздельный,,после ремонта,Астана
1,42.0,22.0,13.0,22000000,нуринский,,2023,3.0,False,крыша агент,совмещенный,respublika,черновая отделка,Астана
2,65.0,17.0,5.0,29999999,есильский,,2023,3.0,False,крыша агент,совмещенный,turan palace,,Астана
2,48.21,,,19766100,алматинский,,2025,3.0,True,новостройка,совмещенный,dauletti qalashyq,,Астана
2,85.49,,,54713600,есильский,,2023,3.0,True,новостройка,совмещенный,istanbul,,Астана
3,109.7,,,56824600,есильский,,2025,3.0,True,новостройка,2 с/у и более,nexpo trend,,Астана
4,124.27,,,72573680,есильский,,2024,3.0,True,новостройка,2 с/у и более,capital park.light,,Астана
3,75.0,10.0,3.0,31500000,алматинский,,2007,2.75,False,хозяин недвижимости,совмещенный,азат,,Астана
1,45.0,10.0,7.0,25000000,байконурский,,2020,2.7,False,крыша агент,совмещенный,,,Астана
1,39.0,9.0,2.0,26500000,есильский,,2020,3.0,False,крыша агент,совмещенный,seven,,Астана
2,51.0,17.0,9.0,21500000,есильский,,2023,3.0,False,крыша агент,совмещенный,athletic city,,Астана
2,53.0,10.0,4.0,23000000,алматинский,,2024,2.7,False,крыша агент,совмещенный,saratan,дизайнерский ремонт,Астана
1,40.0,9.0,6.0,17000000,нуринский,,2014,2.7,False,крыша агент,,кулагер 2,хороший ремонт,Астана
1,41.0,9.0,6.0,25000000,есильский,,2021,3.0,False,крыша агент,совмещенный,champion,,Астана
2,57.0,9.0,4.0,22000000,алматинский,,2023,3.0,False,крыша агент,совмещенный,qazaq eli sairam,черновая отделка,Астана
2,62.0,14.0,8.0,26500000,байконурский,,2007,2.7,False,крыша агент,совмещенный,тараз,,Астана
3,90.0,9.0,4.0,59500000,есильский,,2022,3.0,False,крыша агент,2 с/у и более,кок жайлау,,Астана
1,45.15,,,24606750,есильский,,2024,3.0,True,новостройка,совмещенный,talmas,,Астана
2,52.76,,,23742000,нуринский,,2024,3.0,True,новостройка,совмещенный,rauda,,Астана
1,45.81,,,14659200,алматинский,,2023,2.7,True,новостройка,совмещенный,гималаи,,Астана
1,37.7,,,11498500,сарыаркинский,,2024,2.75,True,новостройка,совмещенный,khan residence,,Астана
1,44.0,12.0,6.0,17900000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,madrid 2,черновая отделка,Астана
1,40.0,10.0,10.0,14500000,алматинский,,2011,2.0,False,хозяин недвижимости,,,,Астана
1,40.0,9.0,5.0,20400000,алматинский,,2023,2.7,False,крыша агент,совмещенный,balausa,дргуой ремонт,Астана
2,77.0,12.0,7.0,37000000,есильский,,2020,,False,крыша агент,,айсанам de luxe,черновая отделка,Астана
3,88.0,8.0,7.0,51500000,есильский,,2020,2.7,False,крыша агент,совмещенный,adal,,Астана
3,97.0,9.0,2.0,46000000,сарыаркинский,,2007,2.7,False,крыша агент,2 с/у и более,ак бота,,Астана
2,74.0,8.0,5.0,59000000,есильский,,2018,3.0,False,крыша агент,,премьера,,Астана
4,128.25,,,87979500,есильский,,2023,3.0,True,новостройка,2 с/у и более,landmark,,Астана
4,96.7,9.0,7.0,38000000,байконурский,,1981,2.5,False,хозяин недвижимости,раздельный,китайская стена,дргуой ремонт,Астана
4,130.0,8.0,8.0,72000000,нуринский,,2015,3.0,False,хозяин недвижимости,2 с/у и более,асем тас,,Астана
2,51.0,10.0,3.0,23000000,алматинский,,2005,2.8,False,крыша агент,,,хороший ремонт,Астана
2,79.0,13.0,8.0,33000000,сарыаркинский,,2006,3.0,False,крыша агент,2 с/у и более,сана,дргуой ремонт,Астана
3,93.0,9.0,6.0,41000000,байконурский,,2008,2.7,False,крыша агент,раздельный,хан тенгри,дргуой ремонт,Астана
1,39.0,9.0,8.0,18300000,есильский,,2022,3.0,False,крыша агент,совмещенный,кок жайлау,черновая отделка,Астана
3,161.3,,,111297000,есильский,,2023,3.3,True,новостройка,2 с/у и более,royal expo apartments,,Астана
3,91.45,,,39323500,нуринский,,2025,3.0,True,новостройка,2 с/у и более,greenline.astra,,Астана
3,86.96,,,33914400,нуринский,,2024,3.0,True,новостройка,2 с/у и более,green town,,Астана
1,36.0,5.0,4.0,14900000,алматинский,,1993,,False,специалист,совмещенный,,,Астана
4,134.0,12.0,5.0,135000000,алматинский,,2023,3.0,False,крыша агент,,monaco residence,,Астана
1,40.75,16.0,13.0,19000000,есильский,,2024,3.0,False,крыша агент,совмещенный,uly dala avenue,черновая отделка,Астана
1,38.0,12.0,11.0,16600000,сарыаркинский,,2011,,False,крыша агент,совмещенный,,требует ремонта,Астана
4,120.0,17.0,13.0,75000000,есильский,,2023,3.0,False,крыша агент,2 с/у и более,grand turan,черновая отделка,Астана
1,44.0,16.0,14.0,24000000,байконурский,,2016,2.8,False,крыша агент,совмещенный,алмалы,,Астана
1,47.66,,,25736400,есильский,,2024,3.0,True,новостройка,совмещенный,aiqyn,,Астана
1,42.37,,,19935085,есильский,,2024,3.0,True,новостройка,совмещенный,aisar,,Астана
3,122.75,,,109247500,есильский,,2024,3.0,True,новостройка,2 с/у и более,dara residence,,Астана
3,124.89,,,92418600,есильский,,2023,3.0,True,новостройка,2 с/у и более,garden view,,Астана
5,190.58,,,167329240,есильский,,2025,3.0,True,новостройка,2 с/у и более,parkside,,Астана
1,26.6,,,8113000,сарыаркинский,,2024,2.75,True,новостройка,совмещенный,khan residence,,Астана
1,40.0,9.0,9.0,18700000,есильский,,2022,3.0,False,крыша агент,совмещенный,aq-didar,дргуой ремонт,Астана
3,63.1,21.0,14.0,31500000,алматинский,,2023,,False,крыша агент,,tomiris towers,дргуой ремонт,Астана
1,40.0,16.0,9.0,23000000,есильский,,2022,2.7,False,крыша агент,,nova city южный,,Астана
3,56.7,5.0,3.0,23000000,байконурский,,1981,2.7,False,крыша агент,раздельный,молодая семья,,Астана
