numrooms,sqauremeters,level,price,distrcit,builtyear,ceilinghight,seller,bathroomtype,repaired
3,100.0,10,109700000,Алмалинский,2022,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
1,25.0,3,15499000,Бостандыкский,1988,2.7,Специалист,санузел совмещенный,0
3,74.0,6,41500000,Алмалинский,2012,2.8,Специалист,санузел 2 с/у и более,0
1,44.0,3,20500000,Алатауский,2014,2.7,Специалист,санузел совмещенный,0
1,37.0,12,21900000,Алатауский,2019,2.7,Специалист,санузел совмещенный,0
1,40.0,2,23000000,Алатауский,2014,2.7,Специалист,санузел совмещенный,0
1,30.0,3,18000000,Алатауский,2011,2.6,Компания,санузел совмещенный,0
1,51.0,8,23000000,Алатауский,2010,2.7,Специалист,санузел совмещенный,0
2,56.0,1,46000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
3,118.0,10,135000000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
2,63.0,7,47000000,Медеуский,2022,2.7,Хозяин недвижимости,санузел раздельный,0
3,61.8,5,49900000,Бостандыкский,1974,2.6,Специалист,санузел раздельный,0
1,50.0,3,22500000,Наурызбайский,2013,2.7,Компания,санузел совмещенный,0
1,17.0,2,13500000,Алмалинский,1978,2.8,Хозяин недвижимости,санузел совмещенный,0
2,42.8,2,23000000,Ауэзовский,1968,2.8,Специалист,санузел совмещенный,-1
1,43.6,5,33500000,Бостандыкский,2023,3.0,Крыша Агент,санузел совмещенный,0
2,46.0,4,40000000,Медеуский,1967,2.8,Хозяин недвижимости,санузел совмещенный,0
2,70.0,13,54000000,Бостандыкский,2008,3.0,Хозяин недвижимости,санузел совмещенный,0
3,70.9,4,95000000,Медеуский,1960,2.7,Специалист,санузел совмещенный,0
2,51.0,4,41500000,Бостандыкский,1988,2.7,Специалист,санузел раздельный,0
4,144.8,3,103000000,Алмалинский,2009,2.7,Специалист,санузел 2 с/у и более,0
1,42.0,4,27000000,Жетысуский,2009,2.8,Хозяин недвижимости,санузел совмещенный,0
3,105.0,6,63500000,Ауэзовский,2008,2.8,Хозяин недвижимости,санузел совмещенный,0
3,105.2,2,114990000,Бостандыкский,2019,2.85,Специалист,санузел 2 с/у и более,0
3,66.4,5,35000000,Бостандыкский,1976,2.7,Хозяин недвижимости,санузел раздельный,0
1,40.7,5,25500000,Алатауский,2015,2.7,Хозяин недвижимости,санузел совмещенный,0
3,91.0,16,59000000,Ауэзовский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
2,50.0,12,44500000,Бостандыкский,2021,3.1,Хозяин недвижимости,санузел совмещенный,1
3,86.1,13,86100000,Сейфуллина,2023,3.0,Специалист,санузел совмещенный,0
3,102.97,14,49500000,Бостандыкский,2024,3.0,Хозяин недвижимости,санузел совмещенный,0
2,64.7,4,64700000,Алмалинский,2023,3.0,Специалист,санузел совмещенный,0
3,60.0,3,35500000,Ауэзовский,1966,2.7,Хозяин недвижимости,санузел совмещенный,0
2,64.9,8,64900000,Алмалинский,2023,3.0,Специалист,санузел совмещенный,0
1,45.0,5,29000000,Ауэзовский,2001,2.8,Хозяин недвижимости,санузел совмещенный,0
2,51.0,2,47000000,Медеуский,1974,2.7,Хозяин недвижимости,санузел раздельный,0
2,68.6,6,30000000,Наурызбайский,2008,2.8,Хозяин недвижимости,санузел раздельный,0
1,32.0,2,25500000,Медеуский,1975,2.7,Специалист,санузел раздельный. Квартира теплая,0
1,50.6,5,28200000,Турксибский,2022,2.7,Специалист,санузел совмещенный,0
3,78.0,5,69000000,Бостандыкский,1988,2.8,Хозяин недвижимости,санузел раздельный,0
3,139.0,10,215450000,Бостандыкский,2015,2.8,Специалист,санузел 2 с/у и более,0
1,30.0,5,16500000,Алатауский,2011,2.6,Компания,санузел совмещенный,0
3,80.0,10,67000000,Ауэзовский,2022,2.75,Хозяин недвижимости,санузел раздельный,1
2,73.0,4,67000000,Алмалинский,1976,2.7,Специалист,санузел совмещенный,0
4,100.0,8,105000000,Медеуский,1988,2.8,Специалист,санузел совмещенный,0
1,41.0,3,22500000,Алатауский,2017,2.7,Специалист,санузел совмещенный,0
3,96.6,11,83000000,Бостандыкский,2019,2.74,Крыша Агент,санузел 2 с/у и более,0
2,53.0,5,29800000,Алмалинский,1987,2.8,Специалист,санузел раздельный,0
2,73.0,3,56000000,Алмалинский,2022,2.9,Специалист,санузел совмещенный,0
2,46.0,3,33000000,Бостандыкский,1981,3,Специалист,санузел раздельный,1
2,44.0,2,35000000,Алмалинский,1968,2.7,Специалист,санузел совмещенный,1
3,83.0,10,54000000,Бостандыкский,2009,2.9,Специалист,санузел совмещенный,0
3,66.4,2,33000000,Ауэзовский,1971,2.7,Специалист,санузел раздельный,0
2,57.0,8,48500000,Медеуский,2018,2.7,Компания,санузел совмещенный,1
2,40.0,2,23500000,Турксибский,1965,2.8,Специалист,санузел совмещенный,1
4,157.1,5,235000000,Медеуский,2017,3.4,Специалист,санузел 2 с/у и более,1
2,84.0,5,105000000,Бостандыкский,2021,3.0,Специалист,санузел раздельный,0
4,130.0,5,120000000,Алмалинский,2018,2.9,Специалист,санузел совмещенный,1
1,36.22,6,18900000,Ауэзовский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
1,46.0,3,30000000,Медеуский,2017,2.7,Компания,санузел совмещенный,0
3,70.0,2,37500000,Турксибский,1989,3,Хозяин недвижимости,санузел раздельный,1
4,151.1,2,156237400,Бостандыкский,2018,3.2,Компания,санузел совмещенный,0
3,75.0,1,47500000,Алмалинский,1978,2.7,Хозяин недвижимости,санузел совмещенный,0
3,65.0,4,42000000,Алмалинский,1983,2.9,Хозяин недвижимости,санузел раздельный,1
3,143.0,12,119000000,Медеуский,2008,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,65.0,11,42000000,Турксибский,2016,2.8,Хозяин недвижимости,санузел совмещенный,0
4,85.0,4,50000000,Алмалинский,1961,2.7,Специалист,санузел совмещенный,0
4,102.0,1,69000000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
3,136.0,5,107000000,Бостандыкский,2017,2.7,Хозяин недвижимости,санузел совмещенный,1
3,130.0,15,50000000,Наурызбайский,2012,2.8,Хозяин недвижимости,санузел совмещенный,0
2,108.0,9,36000000,Наурызбайский,2013,2.8,Хозяин недвижимости,санузел совмещенный,0
1,34.0,4,28900000,Алмалинский,1966,3.0,Хозяин недвижимости,санузел раздельный,0
2,65.0,2,77000000,Медеуский,2017,4.0,Специалист,санузел совмещенный,0
2,47.4,1,28400000,Алмалинский,2023,2.7,Специалист,санузел совмещенный,0
1,40.0,4,48000000,Бостандыкский,1978,3.0,Хозяин недвижимости,санузел совмещенный,1
1,40.0,12,26500000,Алмалинский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
